movieId,title,genres,imdbId,tmdbId,avg_rating,last_rating_date,tag,release_year,movie_age,num_genres,main_genre,N0_of_tags,rating_year
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,4.0,1970-01-01 00:00:01.535709749,"Brad Pitt, Bruce Willis, Post apocalyptic, mindfuck, post-apocalyptic, remake, time travel, twist ending",1995,30,3,Mystery,8,1970
34,Babe (1995),Children|Drama,112431,9598.0,3.7,1970-01-01 00:00:01.537157568,"Animal movie, pigs, villain nonexistent or not needed for good story",1995,30,2,Children,3,1970
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,3.8,1970-01-01 00:00:01.513989966,"Nun, death penalty",1995,30,2,Crime,2,1970
38,It Takes Two (1995),Children|Comedy,113442,33689.0,2.1,1970-01-01 00:00:01.419795113,twins,1995,30,2,Children,1,1970
39,Clueless (1995),Comedy|Romance,112697,9603.0,3.3,1970-01-01 00:00:01.535827547,"Emma, Jane Austen, Paul Rudd, chick flick, funny, quotable, seen more than once",1995,30,2,Comedy,7,1970
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,4.2,1970-01-01 00:00:01.057854804,"In Netflix queue, South Africa",1995,30,1,Drama,2,1970
41,Richard III (1995),Drama|War,114279,31174.0,3.7,1970-01-01 00:00:01.498518847,Shakespeare,1995,30,2,Drama,1,1970
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,3.0,1970-01-01 00:00:01.498525483,Unknown,1995,30,3,Action,0,1970
43,Restoration (1995),Drama,114272,35196.0,3.2,1970-01-01 00:00:01.519347048,England,1995,30,1,Drama,1,1970
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,2.5,1970-01-01 00:00:01.533945558,Unknown,1995,30,3,Action,0,1970
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,3.3,1970-01-01 00:00:01.498516640,Journalism,1995,30,3,Comedy,1,1970
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,3.1,1970-01-01 00:00:01.333658594,wedding,1995,30,2,Drama,1,1970
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,4.0,1970-01-01 00:00:01.533872325,"mystery, serial killer, twist ending",1995,30,2,Mystery,3,1970
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,3.1,1970-01-01 00:00:01.518640791,Unknown,1995,30,5,Animation,0,1970
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,3.0,1970-01-01 00:00:00.974925453,Unknown,1995,30,2,Drama,0,1970
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,4.2,1970-01-01 00:00:01.537157516,"heist, mindfuck, suspense, thriller, tricky, twist ending",1995,30,3,Crime,6,1970
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,3.5,1970-01-01 00:00:01.498525392,"adoption, prostitution",1995,30,3,Comedy,2,1970
53,Lamerica (1994),Adventure|Drama,110299,49133.0,5.0,1970-01-01 00:00:00.963180003,Unknown,1994,31,2,Adventure,0,1970
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,2.3,1970-01-01 00:00:01.027521065,Unknown,1995,30,2,Children,0,1970
55,Georgia (1995),Drama,113158,97406.0,4.0,1970-01-01 00:00:00.858772543,Unknown,1995,30,1,Drama,0,1970
57,Home for the Holidays (1995),Drama,113321,9089.0,3.1,1970-01-01 00:00:01.519240604,Unknown,1995,30,1,Drama,0,1970
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,4.0,1970-01-01 00:00:01.285904454,writing,1994,31,3,Comedy,1,1970
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,3.2,1970-01-01 00:00:01.519118310,Unknown,1995,30,3,Adventure,0,1970
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,3.8,1970-01-01 00:00:01.519327817,Unknown,1996,29,2,Drama,0,1970
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,3.7,1970-01-01 00:00:01.533949200,music,1995,30,1,Drama,1,1970
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,2.7,1970-01-01 00:00:01.342228081,Unknown,1996,29,2,Comedy,0,1970
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,2.2,1970-01-01 00:00:00.980051988,Unknown,1996,29,2,Comedy,0,1970
65,Bio-Dome (1996),Comedy,115683,9536.0,2.5,1970-01-01 00:00:01.518640926,Unknown,1996,29,1,Comedy,0,1970
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,2.5,1970-01-01 00:00:01.201158662,Unknown,1996,29,3,Action,0,1970
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,3.4,1970-01-01 00:00:01.171817003,Unknown,1995,30,2,Comedy,0,1970
69,Friday (1995),Comedy,113118,10634.0,3.8,1970-01-01 00:00:01.498515243,Unknown,1995,30,1,Comedy,0,1970
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,3.5,1970-01-01 00:00:01.530637651,Unknown,1996,29,4,Action,0,1970
71,Fair Game (1995),Action,113010,11859.0,1.7,1970-01-01 00:00:01.150877466,Unknown,1995,30,1,Action,0,1970
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,3.2,1970-01-01 00:00:01.417278807,Unknown,1995,30,2,Comedy,0,1970
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,3.5,1970-01-01 00:00:01.519421396,Unknown,1995,30,2,Drama,0,1970
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,4.0,1970-01-01 00:00:01.100186732,Unknown,1996,29,2,Drama,0,1970
75,Big Bully (1996),Comedy|Drama,115676,36929.0,2.2,1970-01-01 00:00:01.519353713,Unknown,1996,29,2,Comedy,0,1970
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,3.4,1970-01-01 00:00:01.498518457,Unknown,1995,30,3,Action,0,1970
77,Nico Icon (1995),Documentary,113973,124626.0,4.0,1970-01-01 00:00:00.954482106,Unknown,1995,30,1,Documentary,0,1970
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,3.3,1970-01-01 00:00:00.961518581,Unknown,1995,30,4,Action,0,1970
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,2.8,1970-01-01 00:00:01.519336237,Unknown,1996,29,2,Drama,0,1970
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,4.0,1970-01-01 00:00:01.171409272,Unknown,1995,30,2,Children,0,1970
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,3.1,1970-01-01 00:00:01.498517265,Unknown,1995,30,3,Crime,0,1970
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,3.9,1970-01-01 00:00:01.279476639,Unknown,1995,30,2,Comedy,0,1970
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,3.0,1970-01-01 00:00:00.853938185,Unknown,1995,30,2,Drama,0,1970
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,3.9,1970-01-01 00:00:00.991075851,Unknown,1995,30,2,Drama,0,1970
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,4.0,1970-01-01 00:00:01.171828191,Unknown,1996,29,3,Action,0,1970
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,2.5,1970-01-01 00:00:01.519184941,Unknown,1996,29,2,Children,0,1970
88,Black Sheep (1996),Comedy,115697,13997.0,3.2,1970-01-01 00:00:01.520408790,Unknown,1996,29,1,Comedy,0,1970
89,Nick of Time (1995),Action|Thriller,113972,2086.0,3.2,1970-01-01 00:00:01.498517086,Unknown,1995,30,2,Action,0,1970
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,2.6,1970-01-01 00:00:01.171365342,Jekyll and Hyde,1996,29,3,Drama,1,1970
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,2.8,1970-01-01 00:00:01.498504070,Unknown,1995,30,3,Comedy,0,1970
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,4.0,1970-01-01 00:00:01.186086089,Unknown,1996,29,3,Comedy,0,1970
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,3.0,1970-01-01 00:00:01.513989977,Unknown,1996,29,3,Action,0,1970
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,3.5,1970-01-01 00:00:01.053020997,theater,1995,30,2,Comedy,1,1970
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,3.9,1970-01-01 00:00:01.519120150,Unknown,1995,30,2,Crime,0,1970
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,5.0,1970-01-01 00:00:00.954482070,Unknown,1995,30,1,Documentary,0,1970
100,City Hall (1996),Drama|Thriller,115907,11062.0,2.8,1970-01-01 00:00:01.498511085,Unknown,1996,29,2,Drama,0,1970
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,3.8,1970-01-01 00:00:01.525287210,"crime, off-beat comedy, quirky",1996,29,4,Adventure,3,1970
102,Mr. Wrong (1996),Comedy,117102,47475.0,2.4,1970-01-01 00:00:00.965708653,Unknown,1996,29,1,Comedy,0,1970
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,3.0,1970-01-01 00:00:00.863976674,Unknown,1996,29,3,Mystery,0,1970
104,Happy Gilmore (1996),Comedy,116483,9614.0,3.4,1970-01-01 00:00:01.523814260,"Adam Sandler, golf, test tag",1996,29,1,Comedy,3,1970
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,3.3,1970-01-01 00:00:01.422640550,Unknown,1995,30,2,Drama,0,1970
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,4.0,1970-01-01 00:00:00.986848784,Unknown,1994,31,2,Comedy,0,1970
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,3.3,1970-01-01 00:00:01.513132255,muppets,1996,29,4,Adventure,1,1970
108,Catwalk (1996),Documentary,112646,89333.0,4.0,1970-01-01 00:00:00.954482070,Unknown,1996,29,1,Documentary,0,1970
110,Braveheart (1995),Action|Drama|War,112573,197.0,4.0,1970-01-01 00:00:01.532993855,"Medieval, Oscar (Best Cinematography), Scotland, beautiful scenery, epic, historical, inspirational, mel gibson, revenge, sword fight",1995,30,3,Action,10,1970
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,4.1,1970-01-01 00:00:01.534178790,assassination,1976,49,3,Crime,1,1970
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,3.5,1970-01-01 00:00:01.498539725,Unknown,1995,30,4,Action,0,1970
113,Before and After (1996),Drama|Mystery,115645,43566.0,3.3,1970-01-01 00:00:00.858772291,Unknown,1996,29,2,Drama,0,1970
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,3.9,1970-01-01 00:00:01.053021622,Holocaust,1995,30,1,Documentary,1,1970
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,3.0,1970-01-01 00:00:00.832080636,Unknown,1995,30,2,Crime,0,1970
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,2.5,1970-01-01 00:00:00.965708217,Unknown,1996,29,2,Comedy,0,1970
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,3.0,1970-01-01 00:00:00.961438609,Unknown,1995,30,1,Comedy,0,1970
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,4.0,1970-01-01 00:00:00.953925072,Unknown,1992,33,1,Drama,0,1970
122,Boomerang (1992),Comedy|Romance,103859,11066.0,2.7,1970-01-01 00:00:01.391353786,dating,1992,33,2,Comedy,1,1970
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,4.4,1970-01-01 00:00:01.442351313,Unknown,1994,31,3,Drama,0,1970
125,Flirting With Disaster (1996),Comedy,116324,2074.0,3.6,1970-01-01 00:00:01.238944392,Unknown,1996,29,1,Comedy,0,1970
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,2.0,1970-01-01 00:00:01.004409854,Unknown,1994,31,3,Adventure,0,1970
128,Jupiter's Wife (1994),Documentary,110217,290157.0,3.0,1970-01-01 00:00:01.109410370,Unknown,1994,31,1,Documentary,0,1970
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,2.0,1970-01-01 00:00:00.974937943,Unknown,1996,29,2,Comedy,0,1970
132,Jade (1995),Thriller,113451,11863.0,2.8,1970-01-01 00:00:00.971277349,Unknown,1995,30,1,Thriller,0,1970
135,Down Periscope (1996),Comedy,116130,9101.0,3.0,1970-01-01 00:00:01.345842837,Unknown,1996,29,1,Comedy,0,1970
137,Man of the Year (1995),Documentary,113756,5757.0,3.0,1970-01-01 00:00:00.847221054,Unknown,1995,30,1,Documentary,0,1970
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,3.5,1970-01-01 00:00:01.269122528,journalism,1996,29,2,Drama,1,1970
141,"Birdcage, The (1996)",Comedy,115685,11000.0,3.5,1970-01-01 00:00:01.535829766,Unknown,1996,29,1,Comedy,0,1970
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,3.3,1970-01-01 00:00:01.519343783,Unknown,1995,30,1,Comedy,0,1970
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,3.2,1970-01-01 00:00:01.516155003,Unknown,1995,30,5,Action,0,1970
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,3.3,1970-01-01 00:00:01.032259081,Unknown,1995,30,2,Adventure,0,1970
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,3.5,1970-01-01 00:00:01.519137306,"Leonardo DiCaprio, Mark Wahlberg, addiction, heroin",1995,30,1,Drama,4,1970
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,5.0,1970-01-01 00:00:00.829760897,Unknown,1995,30,1,Drama,0,1970
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,2.0,1970-01-01 00:00:00.963179615,Unknown,1994,31,3,Crime,0,1970
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,3.8,1970-01-01 00:00:01.535827366,"NASA, moon, space",1995,30,3,Adventure,3,1970
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,3.5,1970-01-01 00:00:01.422640471,Unknown,1995,30,4,Action,0,1970
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,1.5,1970-01-01 00:00:01.494036422,Unknown,1995,30,2,Drama,0,1970
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,2.9,1970-01-01 00:00:01.535711533,superhero,1995,30,4,Action,1,1970
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,3.9,1970-01-01 00:00:01.435536521,Unknown,1967,58,1,Drama,0,1970
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,2.4,1970-01-01 00:00:01.519366950,Unknown,1995,30,3,Adventure,0,1970
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,3.3,1970-01-01 00:00:01.171733425,Unknown,1995,30,2,Comedy,0,1970
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,2.9,1970-01-01 00:00:01.519259638,Unknown,1995,30,2,Comedy,0,1970
158,Casper (1995),Adventure|Children,112642,8839.0,2.8,1970-01-01 00:00:01.519124223,Unknown,1995,30,2,Adventure,0,1970
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,2.9,1970-01-01 00:00:01.498513783,Unknown,1995,30,3,Crime,0,1970
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,2.9,1970-01-01 00:00:01.498514053,Michael Crichton,1995,30,4,Action,1,1970
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,3.6,1970-01-01 00:00:01.533948998,submarine,1995,30,3,Drama,1,1970
162,Crumb (1994),Documentary,109508,26564.0,4.2,1970-01-01 00:00:01.537799250,In Netflix queue,1994,31,1,Documentary,1,1970
163,Desperado (1995),Action|Romance|Western,112851,8068.0,3.6,1970-01-01 00:00:01.498501671,Unknown,1995,30,3,Action,0,1970
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,3.3,1970-01-01 00:00:01.498514387,Unknown,1995,30,4,Crime,0,1970
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,3.6,1970-01-01 00:00:01.514238058,Unknown,1995,30,3,Action,0,1970
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,2.8,1970-01-01 00:00:01.055156234,Unknown,1995,30,3,Comedy,0,1970
168,First Knight (1995),Action|Drama|Romance,113071,6520.0,3.1,1970-01-01 00:00:01.529902272,Unknown,1995,30,3,Action,0,1970
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,2.4,1970-01-01 00:00:01.459797094,Unknown,1995,30,3,Adventure,0,1970
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,3.2,1970-01-01 00:00:01.498525675,Unknown,1995,30,4,Action,0,1970
171,Jeffrey (1995),Comedy|Drama,113464,17447.0,3.8,1970-01-01 00:00:00.965796904,Unknown,1995,30,2,Comedy,0,1970
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,2.7,1970-01-01 00:00:01.498510855,Unknown,1995,30,3,Action,0,1970
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,2.7,1970-01-01 00:00:01.498514499,Unknown,1995,30,3,Action,0,1970
174,Jury Duty (1995),Comedy,113500,19326.0,2.7,1970-01-01 00:00:01.172024267,Unknown,1995,30,1,Comedy,0,1970
175,Kids (1995),Drama,113540,9344.0,4.0,1970-01-01 00:00:01.498517973,"New York City, Nudity (Full Frontal), controversial",1995,30,1,Drama,3,1970
176,Living in Oblivion (1995),Comedy,113677,9071.0,4.3,1970-01-01 00:00:01.518992145,Unknown,1995,30,1,Comedy,0,1970
177,Lord of Illusions (1995),Horror,113690,8973.0,2.8,1970-01-01 00:00:01.230930634,Unknown,1995,30,1,Horror,0,1970
178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,1.0,1970-01-01 00:00:00.829760898,Unknown,1993,32,2,Comedy,0,1970
179,Mad Love (1995),Drama|Romance,113729,47608.0,1.5,1970-01-01 00:00:00.961514335,Unknown,1995,30,2,Drama,0,1970
180,Mallrats (1995),Comedy|Romance,113749,2293.0,3.4,1970-01-01 00:00:01.516154589,Unknown,1995,30,2,Comedy,0,1970
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,2.3,1970-01-01 00:00:01.519175718,Unknown,1995,30,2,Action,0,1970
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,3.5,1970-01-01 00:00:01.039396567,Unknown,1994,31,3,Comedy,0,1970
184,Nadja (1994),Drama,110620,34574.0,3.5,1970-01-01 00:00:00.963179880,Unknown,1994,31,1,Drama,0,1970
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,3.0,1970-01-01 00:00:01.533946543,computers,1995,30,3,Action,1,1970
186,Nine Months (1995),Comedy|Romance,113986,11472.0,2.8,1970-01-01 00:00:01.515173845,Unknown,1995,30,2,Comedy,0,1970
187,Party Girl (1995),Comedy,114095,36196.0,4.1,1970-01-01 00:00:01.110230894,Unknown,1995,30,1,Comedy,0,1970
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,3.5,1970-01-01 00:00:01.498518504,Unknown,1995,30,3,Fantasy,0,1970
189,Reckless (1995),Comedy|Fantasy,114241,58372.0,3.0,1970-01-01 00:00:00.845556241,Unknown,1995,30,2,Comedy,0,1970
190,Safe (1995),Thriller,114323,32646.0,2.8,1970-01-01 00:00:01.049078712,Unknown,1995,30,1,Thriller,0,1970
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,2.4,1970-01-01 00:00:01.519326661,Unknown,1995,30,2,Drama,0,1970
193,Showgirls (1995),Drama,114436,10802.0,2.5,1970-01-01 00:00:01.519124888,Unknown,1995,30,1,Drama,0,1970
194,Smoke (1995),Comedy|Drama,114478,10149.0,3.7,1970-01-01 00:00:01.479544506,Unknown,1995,30,2,Comedy,0,1970
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,3.1,1970-01-01 00:00:01.519142337,Unknown,1995,30,3,Comedy,0,1970
196,Species (1995),Horror|Sci-Fi,114508,9348.0,2.7,1970-01-01 00:00:01.498516327,Unknown,1995,30,2,Horror,0,1970
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,3.2,1970-01-01 00:00:01.498531881,Unknown,1995,30,6,Action,0,1970
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,4.1,1970-01-01 00:00:01.107193580,Made me cry,1964,61,3,Drama,1,1970
201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,3.0,1970-01-01 00:00:00.845556290,Unknown,1995,30,2,Drama,0,1970
202,Total Eclipse (1995),Drama|Romance,114702,36834.0,3.0,1970-01-01 00:00:01.172015598,Unknown,1995,30,2,Drama,0,1970
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,3.4,1970-01-01 00:00:01.518640918,Unknown,1995,30,1,Comedy,0,1970
204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,2.7,1970-01-01 00:00:01.494035868,Unknown,1995,30,1,Action,0,1970
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,3.2,1970-01-01 00:00:01.054569172,Unknown,1995,30,2,Comedy,0,1970
206,Unzipped (1995),Documentary,114805,77350.0,3.0,1970-01-01 00:00:00.954482107,Unknown,1995,30,1,Documentary,0,1970
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,3.4,1970-01-01 00:00:01.519237998,Unknown,1995,30,2,Drama,0,1970
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,2.9,1970-01-01 00:00:01.515173379,Unknown,1995,30,3,Action,0,1970
209,White Man's Burden (1995),Drama,114928,31611.0,3.2,1970-01-01 00:00:01.498518003,Unknown,1995,30,1,Drama,0,1970
210,Wild Bill (1995),Western,114938,65796.0,3.0,1970-01-01 00:00:01.519256344,Unknown,1995,30,1,Western,0,1970
211,"Browning Version, The (1994)",Drama,109340,49805.0,3.5,1970-01-01 00:00:01.242107980,Unknown,1994,31,1,Drama,0,1970
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,3.0,1970-01-01 00:00:01.186257538,Unknown,1995,30,4,Adventure,0,1970
