movieId,title,genres,imdbId,tmdbId,avg_rating,last_rating_date,tag,release_year,movie_age,num_genres,main_genre,N0_of_tags,rating_year
19,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,2.727272727272727,2017-12-23 00:46:10,Unknown,1995,30,1,Comedy,0,2017
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,113845,11517.0,2.5,2017-06-26 19:20:13,Unknown,1995,30,5,Action,0,2017
21,Get Shorty (1995),Comedy|Crime|Thriller,113161,8012.0,3.49438202247191,2017-12-23 00:46:15,Hollywood,1995,30,3,Comedy,1,2017
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722,1710.0,3.2222222222222223,2018-08-11 00:26:11,serial killer,1995,30,5,Crime,1,2018
23,Assassins (1995),Action|Crime|Thriller,112401,9691.0,3.125,2017-06-26 18:55:32,Unknown,1995,30,3,Action,0,2017
24,Powder (1995),Drama|Sci-Fi,114168,12665.0,3.125,2018-02-14 20:40:54,Unknown,1995,30,2,Drama,0,2018
25,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,3.625,2018-02-09 17:39:53,alcoholism,1995,30,2,Drama,1,2018
26,Othello (1995),Drama,114057,16420.0,3.5,2017-06-26 23:10:55,Shakespeare,1995,30,1,Drama,1,2017
27,Now and Then (1995),Children|Drama,114011,9263.0,3.3333333333333335,2015-02-21 03:02:20,Unknown,1995,30,2,Children,0,2015
28,Persuasion (1995),Drama|Romance,114117,17015.0,4.2272727272727275,2015-07-04 17:42:07,"In Netflix queue, Jane Austen",1995,30,2,Drama,2,2015
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,4.0131578947368425,2017-06-26 18:16:27,kidnapping,1995,30,5,Adventure,1,2017
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,3.0,2002-12-09 02:05:01,Unknown,1995,30,2,Crime,0,2002
31,Dangerous Minds (1995),Drama,112792,9909.0,3.1842105263157894,2018-07-03 18:33:18,"high school, teacher",1995,30,1,Drama,2,2018
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,3.983050847457627,2018-08-31 10:02:29,"Brad Pitt, Bruce Willis, Post apocalyptic, mindfuck, post-apocalyptic, remake, time travel, twist ending",1995,30,3,Mystery,8,2018
34,Babe (1995),Children|Drama,112431,9598.0,3.65234375,2018-09-17 04:12:48,"Animal movie, pigs, villain nonexistent or not needed for good story",1995,30,2,Children,3,2018
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,3.8358208955223883,2017-12-23 00:46:06,"Nun, death penalty",1995,30,2,Crime,2,2017
38,It Takes Two (1995),Children|Comedy,113442,33689.0,2.125,2014-12-28 19:31:53,twins,1995,30,2,Children,1,2014
39,Clueless (1995),Comedy|Romance,112697,9603.0,3.293269230769231,2018-09-01 18:45:47,"Emma, Jane Austen, Paul Rudd, chick flick, funny, quotable, seen more than once",1995,30,2,Comedy,7,2018
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,4.25,2003-07-10 16:33:24,"In Netflix queue, South Africa",1995,30,1,Drama,2,2003
41,Richard III (1995),Drama|War,114279,31174.0,3.7,2017-06-26 23:14:07,Shakespeare,1995,30,2,Drama,1,2017
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,3.0,2017-06-27 01:04:43,Unknown,1995,30,3,Action,0,2017
43,Restoration (1995),Drama,114272,35196.0,3.1875,2018-02-23 00:50:48,England,1995,30,1,Drama,1,2018
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,2.5434782608695654,2018-08-10 23:59:18,Unknown,1995,30,3,Action,0,2018
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,3.3125,2017-06-26 22:37:20,Journalism,1995,30,3,Comedy,1,2017
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,3.066666666666667,2012-04-05 20:43:14,wedding,1995,30,2,Drama,1,2012
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,3.9753694581280787,2018-08-10 03:38:45,"mystery, serial killer, twist ending",1995,30,2,Mystery,3,2018
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,3.1470588235294117,2018-02-14 20:39:51,Unknown,1995,30,5,Animation,0,2018
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,3.0,2000-11-22 20:37:33,Unknown,1995,30,2,Drama,0,2000
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,4.237745098039215,2018-09-17 04:11:56,"heist, mindfuck, suspense, thriller, tricky, twist ending",1995,30,3,Crime,6,2018
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,3.4642857142857144,2017-06-27 01:03:12,"adoption, prostitution",1995,30,3,Comedy,2,2017
53,Lamerica (1994),Adventure|Drama,110299,49133.0,5.0,2000-07-09 22:00:03,Unknown,1994,31,2,Adventure,0,2000
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,2.3333333333333335,2002-07-24 14:31:05,Unknown,1995,30,2,Children,0,2002
55,Georgia (1995),Drama,113158,97406.0,4.0,1997-03-19 11:55:43,Unknown,1995,30,1,Drama,0,1997
57,Home for the Holidays (1995),Drama,113321,9089.0,3.0625,2018-02-21 19:16:44,Unknown,1995,30,1,Drama,0,2018
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,4.027027027027027,2010-10-01 03:40:54,writing,1994,31,3,Comedy,1,2010
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,3.235294117647059,2018-02-20 09:18:30,Unknown,1995,30,3,Adventure,0,2018
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,3.75,2018-02-22 19:30:17,Unknown,1996,29,2,Drama,0,2018
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,3.70625,2018-08-11 01:00:00,music,1995,30,1,Drama,1,2018
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,2.7142857142857144,2012-07-14 01:08:01,Unknown,1996,29,2,Comedy,0,2012
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,2.2,2001-01-21 04:39:48,Unknown,1996,29,2,Comedy,0,2001
65,Bio-Dome (1996),Comedy,115683,9536.0,2.532258064516129,2018-02-14 20:42:06,Unknown,1996,29,1,Comedy,0,2018
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,2.5,2008-01-24 07:11:02,Unknown,1996,29,3,Action,0,2008
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,3.4,2007-02-18 16:43:23,Unknown,1995,30,2,Comedy,0,2007
69,Friday (1995),Comedy,113118,10634.0,3.775,2017-06-26 22:14:03,Unknown,1995,30,1,Comedy,0,2017
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,3.5090909090909093,2018-07-03 17:07:31,Unknown,1996,29,4,Action,0,2018
71,Fair Game (1995),Action,113010,11859.0,1.7,2006-06-21 08:11:06,Unknown,1995,30,1,Action,0,2006
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,3.2142857142857144,2014-11-29 16:33:27,Unknown,1995,30,2,Comedy,0,2014
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,3.4615384615384617,2018-02-23 21:29:56,Unknown,1995,30,2,Drama,0,2018
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,4.0,2004-11-11 15:25:32,Unknown,1996,29,2,Drama,0,2004
75,Big Bully (1996),Comedy|Drama,115676,36929.0,2.2,2018-02-23 02:41:53,Unknown,1996,29,2,Comedy,0,2018
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,3.4,2017-06-26 23:07:37,Unknown,1995,30,3,Action,0,2017
77,Nico Icon (1995),Documentary,113973,124626.0,4.0,2000-03-31 05:55:06,Unknown,1995,30,1,Documentary,0,2000
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,3.3333333333333335,2000-06-20 16:29:41,Unknown,1995,30,4,Action,0,2000
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,2.764705882352941,2018-02-22 21:50:37,Unknown,1996,29,2,Drama,0,2018
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,4.0,2007-02-13 23:27:52,Unknown,1995,30,2,Children,0,2007
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,3.107142857142857,2017-06-26 22:47:45,Unknown,1995,30,3,Crime,0,2017
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,3.875,2010-07-18 18:10:39,Unknown,1995,30,2,Comedy,0,2010
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,3.0,1997-01-22 13:03:05,Unknown,1995,30,2,Drama,0,1997
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,3.857142857142857,2001-05-28 18:50:51,Unknown,1995,30,2,Drama,0,2001
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,3.966666666666667,2007-02-18 19:49:51,Unknown,1996,29,3,Action,0,2007
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,2.5,2018-02-21 03:49:01,Unknown,1996,29,2,Children,0,2018
88,Black Sheep (1996),Comedy,115697,13997.0,3.15625,2018-03-07 07:46:30,Unknown,1996,29,1,Comedy,0,2018
89,Nick of Time (1995),Action|Thriller,113972,2086.0,3.25,2017-06-26 22:44:46,Unknown,1995,30,2,Action,0,2017
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,2.625,2007-02-13 11:15:42,Jekyll and Hyde,1996,29,3,Drama,1,2007
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,2.8333333333333335,2017-06-26 19:07:50,Unknown,1995,30,3,Comedy,0,2017
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,3.95,2007-08-02 20:21:29,Unknown,1996,29,3,Comedy,0,2007
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,3.0238095238095237,2017-12-23 00:46:17,Unknown,1996,29,3,Action,0,2017
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,3.5,2003-05-15 17:49:57,theater,1995,30,2,Comedy,1,2003
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,3.9,2018-02-20 09:49:10,Unknown,1995,30,2,Crime,0,2018
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,5.0,2000-03-31 05:54:30,Unknown,1995,30,1,Documentary,0,2000
100,City Hall (1996),Drama|Thriller,115907,11062.0,2.7857142857142856,2017-06-26 21:04:45,Unknown,1996,29,2,Drama,0,2017
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,3.782608695652174,2018-05-02 18:53:30,"crime, off-beat comedy, quirky",1996,29,4,Adventure,3,2018
102,Mr. Wrong (1996),Comedy,117102,47475.0,2.4,2000-08-08 04:24:13,Unknown,1996,29,1,Comedy,0,2000
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,3.0,1997-05-18 17:31:14,Unknown,1996,29,3,Mystery,0,1997
104,Happy Gilmore (1996),Comedy,116483,9614.0,3.4393939393939394,2018-04-15 17:44:20,"Adam Sandler, golf, test tag",1996,29,1,Comedy,3,2018
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,3.282608695652174,2015-01-30 17:55:50,Unknown,1995,30,2,Drama,0,2015
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,4.0,2001-04-09 20:39:44,Unknown,1994,31,2,Comedy,0,2001
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,3.326923076923077,2017-12-13 02:30:55,muppets,1996,29,4,Adventure,1,2017
108,Catwalk (1996),Documentary,112646,89333.0,4.0,2000-03-31 05:54:30,Unknown,1996,29,1,Documentary,0,2000
110,Braveheart (1995),Action|Drama|War,112573,197.0,4.031645569620253,2018-07-30 23:37:35,"Medieval, Oscar (Best Cinematography), Scotland, beautiful scenery, epic, historical, inspirational, mel gibson, revenge, sword fight",1995,30,3,Action,10,2018
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,4.105769230769231,2018-08-13 16:46:30,assassination,1976,49,3,Crime,1,2018
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,3.5434782608695654,2017-06-27 05:02:05,Unknown,1995,30,4,Action,0,2017
113,Before and After (1996),Drama|Mystery,115645,43566.0,3.3333333333333335,1997-03-19 11:51:31,Unknown,1996,29,2,Drama,0,1997
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,3.9,2003-05-15 18:00:22,Holocaust,1995,30,1,Documentary,1,2003
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,3.0,1996-05-14 13:30:36,Unknown,1995,30,2,Crime,0,1996
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,2.5,2000-08-08 04:16:57,Unknown,1996,29,2,Comedy,0,2000
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,3.0,2000-06-19 18:16:49,Unknown,1995,30,1,Comedy,0,2000
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,4.0,2000-03-24 19:11:12,Unknown,1992,33,1,Drama,0,2000
122,Boomerang (1992),Comedy|Romance,103859,11066.0,2.65625,2014-02-02 15:09:46,dating,1992,33,2,Comedy,1,2014
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,4.375,2015-09-15 21:08:33,Unknown,1994,31,3,Drama,0,2015
125,Flirting With Disaster (1996),Comedy,116324,2074.0,3.5833333333333335,2009-04-05 15:13:12,Unknown,1996,29,1,Comedy,0,2009
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,2.0,2001-10-30 02:44:14,Unknown,1994,31,3,Adventure,0,2001
128,Jupiter's Wife (1994),Documentary,110217,290157.0,3.0,2005-02-26 09:32:50,Unknown,1994,31,1,Documentary,0,2005
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,2.0,2000-11-23 00:05:43,Unknown,1996,29,2,Comedy,0,2000
132,Jade (1995),Thriller,113451,11863.0,2.8333333333333335,2000-10-11 15:15:49,Unknown,1995,30,1,Thriller,0,2000
135,Down Periscope (1996),Comedy,116130,9101.0,2.9516129032258065,2012-08-24 21:13:57,Unknown,1996,29,1,Comedy,0,2012
137,Man of the Year (1995),Documentary,113756,5757.0,3.0,1996-11-05 19:10:54,Unknown,1995,30,1,Documentary,0,1996
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,3.5,2010-03-20 22:02:08,journalism,1996,29,2,Drama,1,2010
141,"Birdcage, The (1996)",Comedy,115685,11000.0,3.494186046511628,2018-09-01 19:22:46,Unknown,1996,29,1,Comedy,0,2018
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,3.3333333333333335,2018-02-22 23:56:23,Unknown,1995,30,1,Comedy,0,2018
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,3.2450980392156863,2018-01-17 02:10:03,Unknown,1995,30,5,Action,0,2018
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,3.3333333333333335,2002-09-17 10:38:01,Unknown,1995,30,2,Adventure,0,2002
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,3.466666666666667,2018-02-20 14:35:06,"Leonardo DiCaprio, Mark Wahlberg, addiction, heroin",1995,30,1,Drama,4,2018
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,5.0,1996-04-17 17:08:17,Unknown,1995,30,1,Drama,0,1996
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,2.0,2000-07-09 21:53:35,Unknown,1994,31,3,Crime,0,2000
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,3.845771144278607,2018-09-01 18:42:46,"NASA, moon, space",1995,30,3,Adventure,3,2018
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,3.5454545454545454,2015-01-30 17:54:31,Unknown,1995,30,4,Action,0,2015
152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,1.5,2017-05-06 02:07:02,Unknown,1995,30,2,Drama,0,2017
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,2.9160583941605838,2018-08-31 10:32:13,superhero,1995,30,4,Action,1,2018
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,3.875,2015-06-29 00:08:41,Unknown,1967,58,1,Drama,0,2015
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,2.4166666666666665,2018-02-23 06:22:30,Unknown,1995,30,3,Adventure,0,2018
156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,3.3333333333333335,2007-02-17 17:30:25,Unknown,1995,30,2,Comedy,0,2007
157,Canadian Bacon (1995),Comedy|War,109370,1775.0,2.8636363636363638,2018-02-22 00:33:58,Unknown,1995,30,2,Comedy,0,2018
158,Casper (1995),Adventure|Children,112642,8839.0,2.806451612903226,2018-02-20 10:57:03,Unknown,1995,30,2,Adventure,0,2018
159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,2.892857142857143,2017-06-26 21:49:43,Unknown,1995,30,3,Crime,0,2017
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,2.8771929824561404,2017-06-26 21:54:13,Michael Crichton,1995,30,4,Action,1,2017
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,3.6359223300970873,2018-08-11 00:56:38,submarine,1995,30,3,Drama,1,2018
162,Crumb (1994),Documentary,109508,26564.0,4.205882352941177,2018-09-24 14:27:30,In Netflix queue,1994,31,1,Documentary,1,2018
163,Desperado (1995),Action|Romance|Western,112851,8068.0,3.5606060606060606,2017-06-26 18:27:51,Unknown,1995,30,3,Action,0,2017
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,3.3214285714285716,2017-06-26 21:59:47,Unknown,1995,30,4,Crime,0,2017
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,3.5555555555555554,2017-12-25 21:40:58,Unknown,1995,30,3,Action,0,2017
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,2.8333333333333335,2003-06-09 10:57:14,Unknown,1995,30,3,Comedy,0,2003
168,First Knight (1995),Action|Drama|Romance,113071,6520.0,3.0833333333333335,2018-06-25 04:51:12,Unknown,1995,30,3,Action,0,2018
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,2.4,2016-04-04 19:11:34,Unknown,1995,30,3,Adventure,0,2016
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,3.2285714285714286,2017-06-27 01:07:55,Unknown,1995,30,4,Action,0,2017
171,Jeffrey (1995),Comedy|Drama,113464,17447.0,3.8333333333333335,2000-08-09 04:55:04,Unknown,1995,30,2,Comedy,0,2000
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,2.6792452830188678,2017-06-26 21:00:55,Unknown,1995,30,3,Action,0,2017
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,2.6693548387096775,2017-06-26 22:01:39,Unknown,1995,30,3,Action,0,2017
174,Jury Duty (1995),Comedy,113500,19326.0,2.7,2007-02-21 02:17:47,Unknown,1995,30,1,Comedy,0,2007
175,Kids (1995),Drama,113540,9344.0,3.975,2017-06-26 22:59:33,"New York City, Nudity (Full Frontal), controversial",1995,30,1,Drama,3,2017
176,Living in Oblivion (1995),Comedy,113677,9071.0,4.3076923076923075,2018-02-18 22:15:45,Unknown,1995,30,1,Comedy,0,2018
177,Lord of Illusions (1995),Horror,113690,8973.0,2.75,2009-01-02 21:10:34,Unknown,1995,30,1,Horror,0,2009
178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,1.0,1996-04-17 17:08:18,Unknown,1993,32,2,Comedy,0,1996
179,Mad Love (1995),Drama|Romance,113729,47608.0,1.5,2000-06-20 15:18:55,Unknown,1995,30,2,Drama,0,2000
180,Mallrats (1995),Comedy|Romance,113749,2293.0,3.4027777777777777,2018-01-17 02:03:09,Unknown,1995,30,2,Comedy,0,2018
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,2.264705882352941,2018-02-21 01:15:18,Unknown,1995,30,2,Action,0,2018
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,3.5,2002-12-09 01:16:07,Unknown,1994,31,3,Comedy,0,2002
184,Nadja (1994),Drama,110620,34574.0,3.5,2000-07-09 21:58:00,Unknown,1994,31,1,Drama,0,2000
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,3.0401785714285716,2018-08-11 00:15:43,computers,1995,30,3,Action,1,2018
186,Nine Months (1995),Comedy|Romance,113986,11472.0,2.8229166666666665,2018-01-05 17:37:25,Unknown,1995,30,2,Comedy,0,2018
187,Party Girl (1995),Comedy,114095,36196.0,4.125,2005-03-07 21:28:14,Unknown,1995,30,1,Comedy,0,2005
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,3.4583333333333335,2017-06-26 23:08:24,Unknown,1995,30,3,Fantasy,0,2017
189,Reckless (1995),Comedy|Fantasy,114241,58372.0,3.0,1996-10-17 12:44:01,Unknown,1995,30,2,Comedy,0,1996
190,Safe (1995),Thriller,114323,32646.0,2.8,2003-03-31 02:45:12,Unknown,1995,30,1,Thriller,0,2003
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,2.4166666666666665,2018-02-22 19:11:01,Unknown,1995,30,2,Drama,0,2018
193,Showgirls (1995),Drama,114436,10802.0,2.4714285714285715,2018-02-20 11:08:08,Unknown,1995,30,1,Drama,0,2018
194,Smoke (1995),Comedy|Drama,114478,10149.0,3.6666666666666665,2016-11-19 08:35:06,Unknown,1995,30,2,Comedy,0,2016
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,3.1,2018-02-20 15:58:57,Unknown,1995,30,3,Comedy,0,2018
196,Species (1995),Horror|Sci-Fi,114508,9348.0,2.6666666666666665,2017-06-26 22:32:07,Unknown,1995,30,2,Horror,0,2017
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,3.25,2017-06-27 02:51:21,Unknown,1995,30,6,Action,0,2017
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,4.125,2005-01-31 17:46:20,Made me cry,1964,61,3,Drama,1,2005
201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,3.0,1996-10-17 12:44:50,Unknown,1995,30,2,Drama,0,1996
202,Total Eclipse (1995),Drama|Romance,114702,36834.0,3.0,2007-02-20 23:53:18,Unknown,1995,30,2,Drama,0,2007
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,3.4318181818181817,2018-02-14 20:41:58,Unknown,1995,30,1,Comedy,0,2018
204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,2.716666666666667,2017-05-06 01:57:48,Unknown,1995,30,1,Action,0,2017
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,3.1666666666666665,2003-06-02 15:52:52,Unknown,1995,30,2,Comedy,0,2003
206,Unzipped (1995),Documentary,114805,77350.0,3.0,2000-03-31 05:55:07,Unknown,1995,30,1,Documentary,0,2000
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,3.4285714285714284,2018-02-21 18:33:18,Unknown,1995,30,2,Drama,0,2018
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,2.9130434782608696,2018-01-05 17:29:39,Unknown,1995,30,3,Action,0,2018
209,White Man's Burden (1995),Drama,114928,31611.0,3.1666666666666665,2017-06-26 23:00:03,Unknown,1995,30,1,Drama,0,2017
210,Wild Bill (1995),Western,114938,65796.0,3.0,2018-02-21 23:39:04,Unknown,1995,30,1,Western,0,2018
211,"Browning Version, The (1994)",Drama,109340,49805.0,3.5,2009-05-12 05:59:40,Unknown,1994,31,1,Drama,0,2009
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,3.0,2007-08-04 19:58:58,Unknown,1995,30,4,Adventure,0,2007
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,3.8333333333333335,2015-11-04 04:10:21,Unknown,1994,31,1,Drama,0,2015
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,4.0,2000-07-09 21:50:52,Unknown,1994,31,2,Drama,0,2000
215,Before Sunrise (1995),Drama|Romance,112471,76.0,4.041666666666667,2018-01-05 14:04:57,generation X,1995,30,2,Drama,1,2018
216,Billy Madison (1995),Comedy,112508,11017.0,3.326530612244898,2017-06-26 22:34:15,"Adam Sandler, school, stop looking at me swan",1995,30,1,Comedy,3,2017
